"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1147","8.2339081983651485E-1","-1.9017764504099543E-28","9.8941366235910004E-4","-2.3545391932685812E-15","1.2634272983881797E-1","2.2367029429442455E-16","3.1743435193301202E+0","2.7430007981241529E+0","1.2158772936893689E+1","1.1804065333857600E+3","1.215058560962404E-2"
