"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1113","8.6221899389004331E-1","-6.1589472580081878E-28","-9.0996038678959414E-14","1.1168790093094281E-13","8.8612113504271353E-2","-4.3863065793662631E-1","2.9961759398376699E+0","4.0188102048786885E+0","1.7813994363766689E+1","2.6373400039963502E+2","1.215058560962404E-2"
